RowLabel,ColLabel,Value,x,y
sense.auditory,place,0.16412261128425598,14,18
sense.auditory,plants_and_food,0.292599618434906,15,18
sense.auditory,quantity,0.34070029854774475,16,18
sense.auditory,relational,0.4280087351799011,17,18
sense.auditory,sense.auditory,0.7567800283432007,18,18
sense.auditory,sense.visual,0.312704861164093,19,18
sense.auditory,shapes,0.32588139176368713,20,18
sense.auditory,size,0.3803686797618866,21,18
sense.auditory,spatial,0.3470109701156616,22,18
sense.auditory,substance,0.36335301399230957,23,18
sense.auditory,temperature,0.30865374207496643,24,18
sense.auditory,time.period,0.3230213522911072,25,18
sense.auditory,time.relative,0.372887521982193,26,18
sense.visual,action,0.40366819500923157,0,19
sense.visual,animals,0.39563021063804626,1,19
sense.visual,artifact,0.5232319235801697,2,19
sense.visual,body,0.4401404857635498,3,19
sense.visual,cognition,0.6251183748245239,4,19
sense.visual,colors,0.4532182812690735,5,19
sense.visual,conflict,0.41088083386421204,6,19
sense.visual,evaluative.negative,0.34374651312828064,7,19
sense.visual,evaluative.positive,0.47260576486587524,8,19
sense.visual,exchange,0.5232817530632019,9,19
sense.visual,kinship,0.35712024569511414,10,19
sense.visual,medicine,0.3874056339263916,11,19
sense.visual,movement,0.48879867792129517,12,19
sense.visual,person,0.3770841956138611,13,19
sense.visual,place,0.34989601373672485,14,19
sense.visual,plants_and_food,0.3970561623573303,15,19
sense.visual,quantity,0.42069125175476074,16,19
sense.visual,relational,0.5250458717346191,17,19
sense.visual,sense.auditory,0.312704861164093,18,19
sense.visual,sense.visual,0.7817151546478271,19,19
sense.visual,shapes,0.464044451713562,20,19
sense.visual,size,0.47180861234664917,21,19
sense.visual,spatial,0.48198699951171875,22,19
sense.visual,substance,0.3612626791000366,23,19
sense.visual,temperature,0.2229091376066208,24,19
sense.visual,time.period,0.4211083948612213,25,19
sense.visual,time.relative,0.5081446170806885,26,19
shapes,action,0.36872467398643494,0,20
shapes,animals,0.4601275622844696,1,20
shapes,artifact,0.5451396107673645,2,20
shapes,body,0.6373860239982605,3,20
shapes,cognition,0.35281938314437866,4,20
shapes,colors,0.5399724245071411,5,20
shapes,conflict,0.44270259141921997,6,20
shapes,evaluative.negative,0.4321819245815277,7,20
shapes,evaluative.positive,0.47554582357406616,8,20
shapes,exchange,0.44555723667144775,9,20
shapes,kinship,0.37307822704315186,10,20
shapes,medicine,0.4908544421195984,11,20
shapes,movement,0.45814985036849976,12,20
shapes,person,0.27731800079345703,13,20
shapes,place,0.39528197050094604,14,20
shapes,plants_and_food,0.4778250455856323,15,20
shapes,quantity,0.49494796991348267,16,20
shapes,relational,0.3840091824531555,17,20
shapes,sense.auditory,0.32588139176368713,18,20
shapes,sense.visual,0.464044451713562,19,20
shapes,shapes,0.717092752456665,20,20
shapes,size,0.4940895140171051,21,20
shapes,spatial,0.6282470226287842,22,20
shapes,substance,0.5863022208213806,23,20
shapes,temperature,0.4971756339073181,24,20
shapes,time.period,0.5041904449462891,25,20
shapes,time.relative,0.46527695655822754,26,20
size,action,0.45355135202407837,0,21
size,animals,0.44091737270355225,1,21
size,artifact,0.44379866123199463,2,21
size,body,0.5249483585357666,3,21
size,cognition,0.4571877717971802,4,21
size,colors,0.4970226287841797,5,21
size,conflict,0.5290123224258423,6,21
size,evaluative.negative,0.6070845723152161,7,21
size,evaluative.positive,0.6806648969650269,8,21
size,exchange,0.5426812767982483,9,21
size,kinship,0.34026607871055603,10,21
size,medicine,0.48894643783569336,11,21
size,movement,0.597326934337616,12,21
size,person,0.38044172525405884,13,21
size,place,0.40011709928512573,14,21
size,plants_and_food,0.4781045913696289,15,21
size,quantity,0.6228289604187012,16,21
size,relational,0.6171516180038452,17,21
size,sense.auditory,0.3803686797618866,18,21
size,sense.visual,0.47180861234664917,19,21
size,shapes,0.4940895140171051,20,21
size,size,0.8599649667739868,21,21
size,spatial,0.4931753873825073,22,21
size,substance,0.5120187401771545,23,21
size,temperature,0.53814697265625,24,21
size,time.period,0.505131721496582,25,21
size,time.relative,0.6077449321746826,26,21
spatial,action,0.40618813037872314,0,22
spatial,animals,0.43456918001174927,1,22
spatial,artifact,0.5600553154945374,2,22
spatial,body,0.6884117126464844,3,22
spatial,cognition,0.3876165449619293,4,22
spatial,colors,0.5636101961135864,5,22
spatial,conflict,0.5046783089637756,6,22
spatial,evaluative.negative,0.5197156667709351,7,22
spatial,evaluative.positive,0.5359299778938293,8,22
spatial,exchange,0.42900145053863525,9,22
spatial,kinship,0.4421243369579315,10,22
spatial,medicine,0.49587953090667725,11,22
spatial,movement,0.6025010943412781,12,22
spatial,person,0.355390727519989,13,22
spatial,place,0.5295294523239136,14,22
spatial,plants_and_food,0.4059569835662842,15,22
spatial,quantity,0.4465263783931732,16,22
spatial,relational,0.526027500629425,17,22
spatial,sense.auditory,0.3470109701156616,18,22
spatial,sense.visual,0.48198699951171875,19,22
spatial,shapes,0.6282470226287842,20,22
spatial,size,0.4931753873825073,21,22
spatial,spatial,0.8080240488052368,22,22
spatial,substance,0.6132045984268188,23,22
spatial,temperature,0.5700654983520508,24,22
spatial,time.period,0.5040299892425537,25,22
spatial,time.relative,0.5515387654304504,26,22
substance,action,0.38284263014793396,0,23
substance,animals,0.5127046704292297,1,23
substance,artifact,0.5610442757606506,2,23
substance,body,0.5988799333572388,3,23
substance,cognition,0.365074098110199,4,23
substance,colors,0.6786870956420898,5,23
substance,conflict,0.4361079931259155,6,23
substance,evaluative.negative,0.5420095920562744,7,23
substance,evaluative.positive,0.5619663000106812,8,23
substance,exchange,0.46850329637527466,9,23
substance,kinship,0.39487898349761963,10,23
substance,medicine,0.5885303616523743,11,23
substance,movement,0.5086581110954285,12,23
substance,person,0.3220827877521515,13,23
substance,place,0.42559880018234253,14,23
substance,plants_and_food,0.6548765301704407,15,23
substance,quantity,0.4148789942264557,16,23
substance,relational,0.43909987807273865,17,23
substance,sense.auditory,0.36335301399230957,18,23
substance,sense.visual,0.3612626791000366,19,23
substance,shapes,0.5863022208213806,20,23
substance,size,0.5120187401771545,21,23
substance,spatial,0.6132045984268188,22,23
substance,substance,0.8456265926361084,23,23
substance,temperature,0.7773157358169556,24,23
substance,time.period,0.44795286655426025,25,23
substance,time.relative,0.4053042531013489,26,23
temperature,action,0.3909447193145752,0,24
temperature,animals,0.4220661222934723,1,24
temperature,artifact,0.4556453227996826,2,24
temperature,body,0.5373478531837463,3,24
temperature,cognition,0.2293756604194641,4,24
temperature,colors,0.6308109760284424,5,24
temperature,conflict,0.42413896322250366,6,24
temperature,evaluative.negative,0.5250993967056274,7,24
